"","SiteCode","EventCode","Wt_g","Species","Length_mm"
"1","BearRun.Loyalsock","201106.BearRun.Loyalsock",7.6,"Brook Trout",90
"2","BearRun.Loyalsock","201106.BearRun.Loyalsock",7.5,"Brook Trout",93
"3","BearRun.Loyalsock","201106.BearRun.Loyalsock",8.6,"Brook Trout",98
"4","BearRun.Loyalsock","201106.BearRun.Loyalsock",13.1,"Brook Trout",108
"5","BearRun.Loyalsock","201106.BearRun.Loyalsock",13.4,"Brook Trout",109
"6","BearRun.Loyalsock","201106.BearRun.Loyalsock",15,"Brook Trout",117
"7","BearRun.Loyalsock","201106.BearRun.Loyalsock",15.5,"Brook Trout",117
"8","BearRun.Loyalsock","201106.BearRun.Loyalsock",15.7,"Brook Trout",118
"9","BearRun.Loyalsock","201106.BearRun.Loyalsock",17.3,"Brook Trout",119
"10","BearRun.Loyalsock","201106.BearRun.Loyalsock",17,"Brook Trout",120
"11","BearRun.Loyalsock","201106.BearRun.Loyalsock",16.3,"Brook Trout",121
"12","BearRun.Loyalsock","201106.BearRun.Loyalsock",21.2,"Brook Trout",121
"13","BearRun.Loyalsock","201106.BearRun.Loyalsock",22.4,"Brook Trout",123
"14","BearRun.Loyalsock","201106.BearRun.Loyalsock",18.2,"Brook Trout",124
"15","BearRun.Loyalsock","201106.BearRun.Loyalsock",18.4,"Brook Trout",124
"16","BearRun.Loyalsock","201106.BearRun.Loyalsock",20.9,"Brook Trout",124
"17","BearRun.Loyalsock","201106.BearRun.Loyalsock",26.4,"Brook Trout",129
"18","BearRun.Loyalsock","201106.BearRun.Loyalsock",24.6,"Brook Trout",135
"19","BearRun.Loyalsock","201106.BearRun.Loyalsock",38.6,"Brook Trout",158
"20","BearRun.Loyalsock","201106.BearRun.Loyalsock",9.3,"Brook Trout",98
"21","BearRun.Loyalsock","201106.BearRun.Loyalsock",10.2,"Brook Trout",109
"22","BearRun.Loyalsock","201106.BearRun.Loyalsock",13.2,"Brook Trout",112
"23","BearRun.Loyalsock","201106.BearRun.Loyalsock",24.6,"Brook Trout",141
"24","BearRun.Loyalsock","201106.BearRun.Loyalsock",26.6,"Brook Trout",138
"25","BearRun.Loyalsock","201106.BearRun.Loyalsock",35.1,"Brook Trout",154
"26","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",0.5,"Brook Trout",37
"27","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",0.5,"Brook Trout",38
"28","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",10,"Brook Trout",100
"29","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",10.1,"Brook Trout",102
"30","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",12.5,"Brook Trout",110
"31","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",16.3,"Brook Trout",119
"32","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",18.1,"Brook Trout",120
"33","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",17.8,"Brook Trout",123
"34","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",17.9,"Brook Trout",126
"35","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",19.4,"Brook Trout",127
"36","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",25.1,"Brook Trout",131
"37","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",21.6,"Brook Trout",134
"38","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",24,"Brook Trout",134
"39","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",23.4,"Brook Trout",136
"40","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",24.1,"Brook Trout",140
"41","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",25.9,"Brook Trout",141
"42","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",28.7,"Brook Trout",143
"43","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",30.5,"Brook Trout",150
"44","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",40.1,"Brook Trout",157
"45","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",44.2,"Brook Trout",164
"46","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",48.7,"Brook Trout",178
"47","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",65.8,"Brook Trout",186
"48","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",11.6,"Brook Trout",107
"49","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",16.5,"Brook Trout",119
"50","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",19.8,"Brook Trout",129
"51","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",27.4,"Brook Trout",143
"52","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",25.5,"Brook Trout",150
"53","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",30,"Brook Trout",152
"54","Rock.LittleLoyalsock","201106.Rock.LittleLoyalsock",34.7,"Brook Trout",151
"55","Conklin.LakeMokoma","201106.Conklin.LakeMokoma",13.8,"Brook Trout",111
"56","Conklin.LakeMokoma","201106.Conklin.LakeMokoma",26.3,"Brook Trout",133
"57","Conklin.LakeMokoma","201106.Conklin.LakeMokoma",23.9,"Brook Trout",134
"58","Conklin.LakeMokoma","201106.Conklin.LakeMokoma",28.8,"Brook Trout",140
"59","Dutchman.UpperLoyalsock","201106.Dutchman.UpperLoyalsock",102.5,"Brook Trout",206
"60","Dutchman.UpperLoyalsock","201106.Dutchman.UpperLoyalsock",102.5,"Brook Trout",206
"61","Sand.MillMokoma","201106.Sand.MillMokoma",8.8,"Brook Trout",96
"62","Sand.MillMokoma","201106.Sand.MillMokoma",17.5,"Brook Trout",119
"63","Sand.MillMokoma","201106.Sand.MillMokoma",10,"Brook Trout",101
"64","Sand.MillMokoma","201106.Sand.MillMokoma",11.9,"Brook Trout",104
"65","Sand.MillMokoma","201106.Sand.MillMokoma",18.3,"Brook Trout",126
"66","Sand.MillMokoma","201106.Sand.MillMokoma",42.5,"Brook Trout",160
"67","Level.Lick","201106.Level.Lick",0.6,"Brook Trout",34
"68","Level.Lick","201106.Level.Lick",1.1,"Brook Trout",45
"69","Level.Lick","201106.Level.Lick",1,"Brook Trout",49
"70","Level.Lick","201106.Level.Lick",14.6,"Brook Trout",117
"71","Level.Lick","201106.Level.Lick",18.4,"Brook Trout",123
"72","Level.Lick","201106.Level.Lick",18.4,"Brook Trout",124
"73","Level.Lick","201106.Level.Lick",26.4,"Brook Trout",142
"74","Level.Lick","201106.Level.Lick",31.9,"Brook Trout",149
"75","Level.Lick","201106.Level.Lick",42.7,"Brook Trout",164
"76","Level.Lick","201106.Level.Lick",88.4,"Brook Trout",210
"77","Level.Lick","201106.Level.Lick",67.3,"Brook Trout",193
"78","Level.Lick","201106.Level.Lick",36.5,"Brook Trout",155
"79","Streby.Lick","201106.Streby.Lick",10.8,"Brook Trout",101
"80","Streby.Lick","201106.Streby.Lick",13,"Brook Trout",110
"81","Streby.Lick","201106.Streby.Lick",13.8,"Brook Trout",112
"82","Streby.Lick","201106.Streby.Lick",13.8,"Brook Trout",116
"83","Streby.Lick","201106.Streby.Lick",22.4,"Brook Trout",127
"84","Streby.Lick","201106.Streby.Lick",22.9,"Brook Trout",134
"85","Streby.Lick","201106.Streby.Lick",23.9,"Brook Trout",138
"86","Streby.Lick","201106.Streby.Lick",30.5,"Brook Trout",145
"87","Streby.Lick","201106.Streby.Lick",32.9,"Brook Trout",148
"88","Streby.Lick","201106.Streby.Lick",29.8,"Brook Trout",152
"89","Streby.Lick","201106.Streby.Lick",38.9,"Brook Trout",152
"90","Streby.Lick","201106.Streby.Lick",38.8,"Brook Trout",154
"91","Streby.Lick","201106.Streby.Lick",44.1,"Brook Trout",160
"92","Streby.Lick","201106.Streby.Lick",57.3,"Brook Trout",174
"93","Streby.Lick","201106.Streby.Lick",57.8,"Brook Trout",175
"94","Streby.Lick","201106.Streby.Lick",59.3,"Brook Trout",178
"95","Streby.Lick","201106.Streby.Lick",66.4,"Brook Trout",187
"96","Streby.Lick","201106.Streby.Lick",87.5,"Brook Trout",201
"97","Streby.Lick","201106.Streby.Lick",84.6,"Brook Trout",203
"98","Streby.Lick","201106.Streby.Lick",24.6,"Brook Trout",135
"99","Streby.Lick","201106.Streby.Lick",25,"Brook Trout",138
"100","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",0.4,"Brook Trout",35
"101","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",0.4,"Brook Trout",36
"102","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",0.6,"Brook Trout",39
"103","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",8.9,"Brook Trout",98
"104","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",9.7,"Brook Trout",101
"105","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",10.2,"Brook Trout",103
"106","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",12.6,"Brook Trout",109
"107","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",16.2,"Brook Trout",117
"108","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",14.7,"Brook Trout",118
"109","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",15,"Brook Trout",118
"110","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",18.2,"Brook Trout",122
"111","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",23.7,"Brook Trout",135
"112","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",29.3,"Brook Trout",144
"113","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",27.7,"Brook Trout",146
"114","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",33.5,"Brook Trout",153
"115","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",38.9,"Brook Trout",160
"116","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",44.3,"Brook Trout",164
"117","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",51.4,"Brook Trout",173
"118","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",0.5,"Brook Trout",37
"119","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",9.2,"Brook Trout",97
"120","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",52.6,"Brook Trout",177
"121","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",17.3,"Brook Trout",120
"122","Scar.LowerLoyalsock","201106.Scar.LowerLoyalsock",13.4,"Brook Trout",111
"123","DrySock.LowerLoyalsock","201106.DrySock.LowerLoyalsock",46.2,"Brook Trout",163
"124","DrySock.LowerLoyalsock","201106.DrySock.LowerLoyalsock",44,"Brook Trout",164
"125","DrySock.LowerLoyalsock","201106.DrySock.LowerLoyalsock",68.9,"Brook Trout",188
"126","DrySock.LowerLoyalsock","201106.DrySock.LowerLoyalsock",79,"Brook Trout",190
"127","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",10.8,"Brook Trout",104
"128","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",9.8,"Brook Trout",106
"129","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",13.7,"Brook Trout",112
"130","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",16,"Brook Trout",115
"131","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",14,"Brook Trout",119
"132","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",16.4,"Brook Trout",121
"133","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",28.3,"Brook Trout",139
"134","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",26.3,"Brook Trout",140
"135","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",26.8,"Brook Trout",140
"136","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",29.8,"Brook Trout",150
"137","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",27.6,"Brook Trout",152
"138","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",56.2,"Brook Trout",167
"139","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",62.5,"Brook Trout",173
"140","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",57.2,"Brook Trout",176
"141","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",67.2,"Brook Trout",180
"142","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",66.3,"Brook Trout",192
"143","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",80.4,"Brook Trout",202
"144","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",103.6,"Brook Trout",219
"145","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",1.2,"Brook Trout",50
"146","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",18.2,"Brook Trout",125
"147","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",25.2,"Brook Trout",136
"148","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",24.2,"Brook Trout",142
"149","FlagMarsh.Pigeon","201106.FlagMarsh.Pigeon",12,"Brook Trout",113
"150","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",1.2,"Brook Trout",51
"151","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",1.4,"Brook Trout",52
"152","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",1.6,"Brook Trout",57
"153","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",7.5,"Brook Trout",95
"154","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",8.1,"Brook Trout",98
"155","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",11.4,"Brook Trout",106
"156","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",11.4,"Brook Trout",106
"157","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",12.8,"Brook Trout",107
"158","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",11.8,"Brook Trout",110
"159","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",13.1,"Brook Trout",111
"160","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",14.5,"Brook Trout",119
"161","Coal.UpperLoyalsock","201106.Coal.UpperLoyalsock",22.5,"Brook Trout",131
"162","Ellis.UpperLoyalsock","201106.Ellis.UpperLoyalsock",18.5,"Brook Trout",117
"163","Ellis.UpperLoyalsock","201106.Ellis.UpperLoyalsock",26.8,"Brook Trout",128
"164","Porter.Hoagland","201106.Porter.Hoagland",17,"Brook Trout",120
"165","Porter.Hoagland","201106.Porter.Hoagland",24.6,"Brook Trout",134
"166","Porter.Hoagland","201106.Porter.Hoagland",25.1,"Brook Trout",137
"167","Porter.Hoagland","201106.Porter.Hoagland",31.1,"Brook Trout",140
"168","Porter.Hoagland","201106.Porter.Hoagland",30.4,"Brook Trout",144
"169","Porter.Hoagland","201106.Porter.Hoagland",26.6,"Brook Trout",145
"170","Porter.Hoagland","201106.Porter.Hoagland",72.3,"Brook Trout",193
"171","Porter.Hoagland","201106.Porter.Hoagland",69.8,"Brook Trout",193
"172","Porter.Hoagland","201106.Porter.Hoagland",76.4,"Brook Trout",202
"173","Porter.Hoagland","201106.Porter.Hoagland",138.9,"Brook Trout",242
"174","Porter.Hoagland","201106.Porter.Hoagland",52.8,"Brook Trout",175
"175","Painter.LittleBear","201107.Painter.LittleBear",13.1,"Brook Trout",118
"176","Painter.LittleBear","201107.Painter.LittleBear",16.2,"Brook Trout",122
"177","Painter.LittleBear","201107.Painter.LittleBear",27.4,"Brook Trout",137
"178","Painter.LittleBear","201107.Painter.LittleBear",27.2,"Brook Trout",137
"179","Painter.LittleBear","201107.Painter.LittleBear",25.1,"Brook Trout",141
"180","Painter.LittleBear","201107.Painter.LittleBear",25.8,"Brook Trout",142
"181","Painter.LittleBear","201107.Painter.LittleBear",28.1,"Brook Trout",144
"182","Painter.LittleBear","201107.Painter.LittleBear",30.1,"Brook Trout",145
"183","Painter.LittleBear","201107.Painter.LittleBear",32.3,"Brook Trout",152
"184","Painter.LittleBear","201107.Painter.LittleBear",41,"Brook Trout",155
"185","Painter.LittleBear","201107.Painter.LittleBear",3.2,"Brook Trout",66
"186","DryHB.Hoagland","201107.DryHB.Hoagland",2.1,"Brook Trout",62
"187","DryHB.Hoagland","201107.DryHB.Hoagland",3.6,"Brook Trout",71
"188","DryHB.Hoagland","201107.DryHB.Hoagland",4,"Brook Trout",71
"189","DryHB.Hoagland","201107.DryHB.Hoagland",3.2,"Brook Trout",73
"190","DryHB.Hoagland","201107.DryHB.Hoagland",4.3,"Brook Trout",74
"191","DryHB.Hoagland","201107.DryHB.Hoagland",26.1,"Brook Trout",142
"192","DryHB.Hoagland","201107.DryHB.Hoagland",28.8,"Brook Trout",149
"193","DryHB.Hoagland","201107.DryHB.Hoagland",29.3,"Brook Trout",150
"194","DryHB.Hoagland","201107.DryHB.Hoagland",31.2,"Brook Trout",150
"195","DryHB.Hoagland","201107.DryHB.Hoagland",34.4,"Brook Trout",152
"196","DryHB.Hoagland","201107.DryHB.Hoagland",46.8,"Brook Trout",170
"197","DryHB.Hoagland","201107.DryHB.Hoagland",45.9,"Brook Trout",172
"198","DryHB.Hoagland","201107.DryHB.Hoagland",62.4,"Brook Trout",177
"199","DryHB.Hoagland","201107.DryHB.Hoagland",52.1,"Brook Trout",177
"200","DryHB.Hoagland","201107.DryHB.Hoagland",62.3,"Brook Trout",183
"201","DryHB.Hoagland","201107.DryHB.Hoagland",71.7,"Brook Trout",184
"202","DryHB.Hoagland","201107.DryHB.Hoagland",96.7,"Brook Trout",209
"203","DryHB.Hoagland","201107.DryHB.Hoagland",109.2,"Brook Trout",211
"204","Swamp.Hoagland","201107.Swamp.Hoagland",1.4,"Brook Trout",52
"205","Swamp.Hoagland","201107.Swamp.Hoagland",1.4,"Brook Trout",53
"206","Swamp.Hoagland","201107.Swamp.Hoagland",1.5,"Brook Trout",56
"207","Swamp.Hoagland","201107.Swamp.Hoagland",1.6,"Brook Trout",56
"208","Swamp.Hoagland","201107.Swamp.Hoagland",1.7,"Brook Trout",57
"209","Swamp.Hoagland","201107.Swamp.Hoagland",1.7,"Brook Trout",59
"210","Swamp.Hoagland","201107.Swamp.Hoagland",2.1,"Brook Trout",59
"211","Swamp.Hoagland","201107.Swamp.Hoagland",1.9,"Brook Trout",59
"212","Swamp.Hoagland","201107.Swamp.Hoagland",2.2,"Brook Trout",60
"213","Swamp.Hoagland","201107.Swamp.Hoagland",2.1,"Brook Trout",60
"214","Swamp.Hoagland","201107.Swamp.Hoagland",2.3,"Brook Trout",61
"215","Swamp.Hoagland","201107.Swamp.Hoagland",2,"Brook Trout",62
"216","Swamp.Hoagland","201107.Swamp.Hoagland",2.2,"Brook Trout",62
"217","Swamp.Hoagland","201107.Swamp.Hoagland",2.2,"Brook Trout",63
"218","Swamp.Hoagland","201107.Swamp.Hoagland",3,"Brook Trout",68
"219","Swamp.Hoagland","201107.Swamp.Hoagland",12,"Brook Trout",110
"220","Swamp.Hoagland","201107.Swamp.Hoagland",14.8,"Brook Trout",116
"221","Swamp.Hoagland","201107.Swamp.Hoagland",14.3,"Brook Trout",119
"222","Swamp.Hoagland","201107.Swamp.Hoagland",17.3,"Brook Trout",122
"223","Swamp.Hoagland","201107.Swamp.Hoagland",16.2,"Brook Trout",123
"224","Swamp.Hoagland","201107.Swamp.Hoagland",22.8,"Brook Trout",134
"225","Swamp.Hoagland","201107.Swamp.Hoagland",30.7,"Brook Trout",144
"226","Swamp.Hoagland","201107.Swamp.Hoagland",31.3,"Brook Trout",144
"227","Swamp.Hoagland","201107.Swamp.Hoagland",29,"Brook Trout",145
"228","Swamp.Hoagland","201107.Swamp.Hoagland",1.9,"Brook Trout",60
"229","Swamp.Hoagland","201107.Swamp.Hoagland",2.4,"Brook Trout",63
"230","Swamp.Hoagland","201107.Swamp.Hoagland",3.2,"Brook Trout",66
"231","Swamp.Hoagland","201107.Swamp.Hoagland",36.6,"Brook Trout",147
"232","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",1.4,"Brook Trout",52
"233","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",1.5,"Brook Trout",55
"234","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",1.7,"Brook Trout",55
"235","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",2,"Brook Trout",58
"236","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",2,"Brook Trout",60
"237","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",2.9,"Brook Trout",64
"238","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",6.4,"Brook Trout",83
"239","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",6.6,"Brook Trout",86
"240","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",7.5,"Brook Trout",90
"241","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",8.6,"Brook Trout",96
"242","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",8.9,"Brook Trout",98
"243","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",12,"Brook Trout",107
"244","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",12.1,"Brook Trout",108
"245","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",13.2,"Brook Trout",112
"246","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",13.5,"Brook Trout",114
"247","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",17.3,"Brook Trout",122
"248","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",18.7,"Brook Trout",125
"249","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",21.7,"Brook Trout",126
"250","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",22,"Brook Trout",127
"251","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",25.2,"Brook Trout",128
"252","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",20.6,"Brook Trout",128
"253","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",24.4,"Brook Trout",138
"254","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",31.9,"Brook Trout",143
"255","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",35.1,"Brook Trout",152
"256","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",35.4,"Brook Trout",157
"257","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",36.1,"Brook Trout",159
"258","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",62.4,"Brook Trout",183
"259","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",1.7,"Brook Trout",56
"260","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",13.7,"Brook Trout",111
"261","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",25.1,"Brook Trout",136
"262","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",31.8,"Brook Trout",148
"263","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",45.4,"Brook Trout",163
"264","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",6.3,"Brook Trout",87
"265","Brunnerdale.Ogdonia","201107.Brunnerdale.Ogdonia",7.7,"Brook Trout",92
"266","Red.LittleBear","201107.Red.LittleBear",1.3,"Brook Trout",51
"267","Red.LittleBear","201107.Red.LittleBear",1.9,"Brook Trout",57
"268","Red.LittleBear","201107.Red.LittleBear",6.2,"Brook Trout",89
"269","Red.LittleBear","201107.Red.LittleBear",8.4,"Brook Trout",96
"270","Red.LittleBear","201107.Red.LittleBear",8.1,"Brook Trout",98
"271","Red.LittleBear","201107.Red.LittleBear",8.9,"Brook Trout",98
"272","Red.LittleBear","201107.Red.LittleBear",10.8,"Brook Trout",104
"273","Red.LittleBear","201107.Red.LittleBear",10.7,"Brook Trout",104
"274","Red.LittleBear","201107.Red.LittleBear",10.6,"Brook Trout",105
"275","Red.LittleBear","201107.Red.LittleBear",10.8,"Brook Trout",105
"276","Red.LittleBear","201107.Red.LittleBear",11.5,"Brook Trout",106
"277","Red.LittleBear","201107.Red.LittleBear",12.8,"Brook Trout",109
"278","Red.LittleBear","201107.Red.LittleBear",12.3,"Brook Trout",109
"279","Red.LittleBear","201107.Red.LittleBear",12,"Brook Trout",110
"280","Red.LittleBear","201107.Red.LittleBear",12.3,"Brook Trout",110
"281","Red.LittleBear","201107.Red.LittleBear",16,"Brook Trout",111
"282","Red.LittleBear","201107.Red.LittleBear",13.2,"Brook Trout",111
"283","Red.LittleBear","201107.Red.LittleBear",12.5,"Brook Trout",111
"284","Red.LittleBear","201107.Red.LittleBear",16.3,"Brook Trout",116
"285","Red.LittleBear","201107.Red.LittleBear",18.3,"Brook Trout",119
"286","Red.LittleBear","201107.Red.LittleBear",19.5,"Brook Trout",122
"287","Red.LittleBear","201107.Red.LittleBear",16.1,"Brook Trout",122
"288","Red.LittleBear","201107.Red.LittleBear",21.5,"Brook Trout",126
"289","Red.LittleBear","201107.Red.LittleBear",22.1,"Brook Trout",129
"290","Red.LittleBear","201107.Red.LittleBear",26.1,"Brook Trout",140
"291","Red.LittleBear","201107.Red.LittleBear",24.8,"Brook Trout",141
"292","Red.LittleBear","201107.Red.LittleBear",32.1,"Brook Trout",142
"293","Red.LittleBear","201107.Red.LittleBear",30.6,"Brook Trout",145
"294","Red.LittleBear","201107.Red.LittleBear",53.9,"Brook Trout",177
"295","Red.LittleBear","201107.Red.LittleBear",7.2,"Brook Trout",90
"296","Red.LittleBear","201107.Red.LittleBear",10.4,"Brook Trout",103
"297","Red.LittleBear","201107.Red.LittleBear",11.6,"Brook Trout",105
"298","Red.LittleBear","201107.Red.LittleBear",13.2,"Brook Trout",110
"299","Red.LittleBear","201107.Red.LittleBear",19,"Brook Trout",123
"300","Red.LittleBear","201107.Red.LittleBear",30.4,"Brook Trout",145
"301","Red.LittleBear","201107.Red.LittleBear",1.8,"Brook Trout",56
"302","Sherman.UpperLoyalsock","201107.Sherman.UpperLoyalsock",12.8,"Brook Trout",108
"303","Sherman.UpperLoyalsock","201107.Sherman.UpperLoyalsock",44.5,"Brook Trout",160
"304","Sherman.UpperLoyalsock","201107.Sherman.UpperLoyalsock",76.9,"Brook Trout",196
"305","Sherman.UpperLoyalsock","201107.Sherman.UpperLoyalsock",12.5,"Brook Trout",110
"306","Sherman.UpperLoyalsock","201107.Sherman.UpperLoyalsock",34.8,"Brook Trout",152
"307","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",3.3,"Brook Trout",65
"308","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",3.2,"Brook Trout",67
"309","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",3.3,"Brook Trout",69
"310","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",3.2,"Brook Trout",70
"311","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",4.2,"Brook Trout",71
"312","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",4,"Brook Trout",74
"313","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",4.3,"Brook Trout",76
"314","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",4.5,"Brook Trout",76
"315","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",35,"Brook Trout",155
"316","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",37.1,"Brook Trout",157
"317","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",40.8,"Brook Trout",163
"318","Yellow.LittleLoyalsock","201107.Yellow.LittleLoyalsock",47.3,"Brook Trout",170
