ID,Species,Length_mm,Wt_g,DELTM,FishComment,Diet,Pass,Date,waterName,TribTo,EventCode,ScaleID
1,Brook Trout,122,16.30,,,,Pass 1,5/30/2011,Rusty.Run,Shanerburg Run,201105.Rusty.Shanerburg,
2,Brook Trout,127,20.50,,,3,Pass 1,5/30/2011,Rusty.Run,Shanerburg Run,201105.Rusty.Shanerburg,
3,Brook Trout,137,24.00,,,1,Pass 1,5/30/2011,Rusty.Run,Shanerburg Run,201105.Rusty.Shanerburg,
4,Brook Trout,159,36.30,,,2,Pass 1,5/30/2011,Rusty.Run,Shanerburg Run,201105.Rusty.Shanerburg,
5,Brook Trout,90,7.60,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
6,Brook Trout,93,7.50,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
7,Brook Trout,98,8.60,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
8,Brook Trout,108,13.10,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
9,Brook Trout,109,13.40,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
10,Brook Trout,117,15.00,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
11,Brook Trout,117,15.50,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
12,Brook Trout,118,15.70,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
13,Brook Trout,119,17.30,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
14,Brook Trout,120,17.00,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
15,Brook Trout,121,16.30,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
16,Brook Trout,121,21.20,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
17,Brook Trout,123,22.40,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
18,Brook Trout,124,18.20,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
19,Brook Trout,124,18.40,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
20,Brook Trout,124,20.90,,,,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
21,Brook Trout,129,26.40,,,1,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
22,Brook Trout,135,24.60,,,3,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
23,Brook Trout,158,38.60,,,2,Pass 1,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
24,Brook Trout,98,9.30,,,,Pass 2,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
25,Brook Trout,109,10.20,,,,Pass 2,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
26,Brook Trout,112,13.20,,,,Pass 2,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
27,Brook Trout,141,24.60,,,4,Pass 2,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
28,Brook Trout,138,26.60,,,5,Pass 3,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
29,Brook Trout,154,35.10,,,6,Pass 3,5/31/2011,Bear.Run,Loyalsock Creek,201105.BearRun.Loyalsock,
30,Brook Trout,90,7.60,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
31,Brook Trout,93,7.50,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
32,Brook Trout,98,8.60,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
33,Brook Trout,108,13.10,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
34,Brook Trout,109,13.40,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
35,Brook Trout,117,15.00,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
36,Brook Trout,117,15.50,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
37,Brook Trout,118,15.70,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
38,Brook Trout,119,17.30,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
39,Brook Trout,120,17.00,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
40,Brook Trout,121,16.30,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
41,Brook Trout,121,21.20,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
42,Brook Trout,123,22.40,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
43,Brook Trout,124,18.20,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
44,Brook Trout,124,18.40,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
45,Brook Trout,124,20.90,,,,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
46,Brook Trout,129,26.40,,,1,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
47,Brook Trout,135,24.60,,,3,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
48,Brook Trout,158,38.60,,,2,Pass 1,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
49,Brook Trout,98,9.30,,,,Pass 2,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
50,Brook Trout,109,10.20,,,,Pass 2,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
51,Brook Trout,112,13.20,,,,Pass 2,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
52,Brook Trout,141,24.60,,,4,Pass 2,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
53,Brook Trout,138,26.60,,,5,Pass 3,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
54,Brook Trout,154,35.10,,,6,Pass 3,6/1/2011,Bear.Run,Upper Loyalsock,201106.BearRun.Loyalsock,
55,Brook Trout,232,138.20,,,1,Pass 1,6/1/2011,Payne.Run,Little Loyalsock Creek,201106.Payne.LittleLoyalsock,
56,Brown Trout,132,24.00,,,2,Pass 1,6/1/2011,Payne.Run,Little Loyalsock Creek,201106.Payne.LittleLoyalsock,
57,Brown Trout,290,266.40,,,3,Pass 1,6/1/2011,Payne.Run,Little Loyalsock Creek,201106.Payne.LittleLoyalsock,
58,Brook Trout,37,0.50,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
59,Brook Trout,38,0.50,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
60,Brook Trout,100,10.00,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
61,Brook Trout,102,10.10,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
62,Brook Trout,110,12.50,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
63,Brook Trout,119,16.30,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
64,Brook Trout,120,18.10,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
65,Brook Trout,123,17.80,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
66,Brook Trout,126,17.90,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
67,Brook Trout,127,19.40,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
68,Brook Trout,131,25.10,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
69,Brook Trout,134,21.60,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
70,Brook Trout,134,24.00,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
71,Brook Trout,136,23.40,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
72,Brook Trout,140,24.10,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
73,Brook Trout,141,25.90,,,2,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
74,Brook Trout,143,28.70,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
75,Brook Trout,150,30.50,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
76,Brook Trout,157,40.10,,,1,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
77,Brook Trout,164,44.20,,,5,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
78,Brook Trout,178,48.70,,,3,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
79,Brook Trout,186,65.80,,,4,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
80,Brook Trout,107,11.60,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
81,Brook Trout,119,16.50,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
82,Brook Trout,129,19.80,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
83,Brook Trout,143,27.40,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
84,Brook Trout,150,25.50,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
85,Brook Trout,152,30.00,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
86,Brook Trout,151,34.70,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.Rock.LittleLoyalsock,
87,Brook Trout,37,0.50,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
88,Brook Trout,38,0.50,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
89,Brook Trout,48,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
90,Brook Trout,58,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
91,Brook Trout,95,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
92,Brook Trout,97,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
93,Brook Trout,98,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
94,Brook Trout,98,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
95,Brook Trout,98,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
96,Brook Trout,99,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
97,Brook Trout,99,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
98,Brook Trout,100,10.00,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
99,Brook Trout,102,10.10,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
100,Brook Trout,104,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
101,Brook Trout,110,12.50,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
102,Brook Trout,115,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
103,Brook Trout,118,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
104,Brook Trout,119,16.30,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
105,Brook Trout,119,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
106,Brook Trout,120,18.10,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
107,Brook Trout,120,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
108,Brook Trout,123,17.80,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
109,Brook Trout,123,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
110,Brook Trout,126,17.90,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
111,Brook Trout,127,19.40,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
112,Brook Trout,127,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
113,Brook Trout,127,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
114,Brook Trout,128,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
115,Brook Trout,128,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
116,Brook Trout,130,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
117,Brook Trout,131,25.10,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
118,Brook Trout,131,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
119,Brook Trout,131,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
120,Brook Trout,133,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
121,Brook Trout,134,21.60,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
122,Brook Trout,134,24.00,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
123,Brook Trout,135,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
124,Brook Trout,136,23.40,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
125,Brook Trout,137,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
126,Brook Trout,138,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
127,Brook Trout,139,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
128,Brook Trout,140,24.10,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
129,Brook Trout,140,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
130,Brook Trout,140,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
131,Brook Trout,140,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
132,Brook Trout,141,25.90,,,2,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
133,Brook Trout,143,28.70,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
134,Brook Trout,143,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
135,Brook Trout,144,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
136,Brook Trout,148,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
137,Brook Trout,148,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
138,Brook Trout,148,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
139,Brook Trout,150,30.50,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
140,Brook Trout,151,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
141,Brook Trout,155,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
142,Brook Trout,157,40.10,,,1,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
143,Brook Trout,158,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
144,Brook Trout,160,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
145,Brook Trout,160,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
146,Brook Trout,164,44.20,,,5,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
147,Brook Trout,166,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
148,Brook Trout,178,48.70,,,3,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
149,Brook Trout,179,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
150,Brook Trout,182,,,,,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
151,Brook Trout,186,65.80,,,4,Pass 1,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
152,Brook Trout,41,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
153,Brook Trout,42,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
154,Brook Trout,43,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
155,Brook Trout,107,11.60,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
156,Brook Trout,116,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
157,Brook Trout,119,16.50,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
158,Brook Trout,125,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
159,Brook Trout,129,19.80,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
160,Brook Trout,130,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
161,Brook Trout,130,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
162,Brook Trout,132,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
163,Brook Trout,137,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
164,Brook Trout,143,27.40,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
165,Brook Trout,143,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
166,Brook Trout,150,25.50,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
167,Brook Trout,152,30.00,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
168,Brook Trout,154,,,,,Pass 2,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
169,Brook Trout,86,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
170,Brook Trout,98,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
171,Brook Trout,114,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
172,Brook Trout,116,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
173,Brook Trout,118,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
174,Brook Trout,126,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
175,Brook Trout,128,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
176,Brook Trout,138,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
177,Brook Trout,140,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
178,Brook Trout,151,34.70,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
179,Brook Trout,154,,,,,Pass 3,6/1/2011,Rock.Run,Little Loyalsock,201106.TP.Rock.LittleLoyalsock,
180,Brook Trout,111,13.80,,,,Pass 1,6/2/2011,Conklin.Run,Lake Mokoma,201106.Conklin.LakeMokoma,
181,Brook Trout,133,26.30,,,3,Pass 1,6/2/2011,Conklin.Run,Lake Mokoma,201106.Conklin.LakeMokoma,
182,Brook Trout,134,23.90,,,1,Pass 1,6/2/2011,Conklin.Run,Lake Mokoma,201106.Conklin.LakeMokoma,
183,Brook Trout,140,28.80,,,2,Pass 1,6/2/2011,Conklin.Run,Lake Mokoma,201106.Conklin.LakeMokoma,
184,Brook Trout,121,16.00,,,,Pass 1,6/3/2011,Rock.Run..Birch.Creek.,Birch Creek,201106.RockBirch.Birch,
185,Brook Trout,159,37.40,,,1,Pass 1,6/3/2011,Rock.Run..Birch.Creek.,Birch Creek,201106.RockBirch.Birch,
186,Brook Trout,160,45.30,,,2,Pass 1,6/3/2011,Rock.Run..Birch.Creek.,Birch Creek,201106.RockBirch.Birch,
187,Brook Trout,138,27.10,,,3,Pass 2,6/3/2011,Rock.Run..Birch.Creek.,Birch Creek,201106.RockBirch.Birch,
188,Brook Trout,163,43.40,,,4,Pass 2,6/3/2011,Rock.Run..Birch.Creek.,Birch Creek,201106.RockBirch.Birch,
189,Brook Trout,206,102.50,,,1,Pass 1,6/7/2011,Dutchman.Run,Upper Loyalsock,201106.Dutchman.UpperLoyalsock,
190,Brook Trout,206,102.50,,,1,Pass 1,6/7/2011,Dutchman.Run,Upper Loyalsock Creek,201106.Dutchman.UpperLoyalsock,
191,Brook Trout,96,8.80,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.Mill,
192,Brook Trout,101,10.00,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.Mill,
193,Brook Trout,104,11.90,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.Mill,
194,Brook Trout,119,17.50,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.Mill,
195,Brook Trout,126,18.30,,,1,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.Mill,
196,Brook Trout,160,42.50,,,2,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.Mill,
197,Brown Trout,112,12.40,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.Mill,
198,Brook Trout,96,8.80,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.MillMokoma,
199,Brook Trout,119,17.50,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.MillMokoma,
200,Brook Trout,101,10.00,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.MillMokoma,
201,Brook Trout,104,11.90,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.MillMokoma,
202,Brook Trout,126,18.30,,,1,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.MillMokoma,
203,Brook Trout,160,42.50,,,2,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.MillMokoma,
204,Brown Trout,112,12.40,,,,Pass 1,6/7/2011,Sand.Run,Mill Creek,201106.Sand.MillMokoma,
205,Brook Trout,34,0.60,,,,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
206,Brook Trout,45,1.10,,,,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
207,Brook Trout,49,1.00,,,,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
208,Brook Trout,117,14.60,,,,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
209,Brook Trout,123,18.40,,,,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
210,Brook Trout,124,18.40,,,,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
211,Brook Trout,142,26.40,,,2,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
212,Brook Trout,149,31.90,,,3,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
213,Brook Trout,164,42.70,,,4,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
214,Brook Trout,210,88.40,,,5,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
215,Brown Trout,205,96.30,,,6,Pass 1,6/8/2011,Level.Branch,Lick Creek,201106.Level.Lick,
