"","SiteCode","Year","Month","Highest_Temperature_C","Lowest_Temperature_C","AvgMin","AvgMax","numberoflogs_MYG10"
"306","Painter.LittleBear","2019","02",5.45,0.232,2.822,3.85189285714286,0
"307","Painter.LittleBear","2019","03",7.782,0.121,3.22429032258065,4.60464516129032,0
"308","Painter.LittleBear","2019","04",10.846,3.893,6.99453333333333,8.70003333333333,83
"309","Painter.LittleBear","2019","05",12.98,8.082,9.80938709677419,10.9658387096774,2018
"310","Painter.LittleBear","2019","06",13.269,9.176,11.1837407407407,12.1125925925926,2459
"311","Painter.LittleBear","2020","06",16.237,13.365,14.0904444444444,15.5367777777778,812
"312","Painter.LittleBear","2020","07",20.138,14.421,16.2757096774194,18.2077096774194,2976
"313","Painter.LittleBear","2020","08",20.043,13.942,16.7245483870968,18.8953225806452,2976
"314","Painter.LittleBear","2020","09",18.901,7.782,13.3783,15.9392333333333,2699
"315","Painter.LittleBear","2020","10",15.091,7.582,10.4675161290323,12.1010967741935,2466
"316","Painter.LittleBear","2020","11",11.334,4.311,6.8289,8.2454,184
"317","Painter.LittleBear","2020","12",7.582,0.121,3.78135483870968,4.77461290322581,0
"318","Painter.LittleBear","2021","01",5.347,0.784,3.36370967741935,4.02325806451613,0
"319","Painter.LittleBear","2021","02",3.472,0.121,1.01835714285714,2.04096428571429,0
"320","Painter.LittleBear","2021","03",9.176,2.195,4.734,5.92264516129032,0
"321","Painter.LittleBear","2021","04",11.334,4.519,7.17496666666667,8.9322,198
"322","Painter.LittleBear","2021","05",13.558,7.481,9.46087096774194,10.8668064516129,1504
"323","Painter.LittleBear","2021","06",15.473,9.768,12.5201428571429,13.7867142857143,1257
"324","Porter.Hoagland","2020","06",20.615,14.9,15.8274285714286,19.4587142857143,616
"325","Porter.Hoagland","2020","07",23.581,16.332,18.4134516129032,21.9831612903226,2976
"326","Porter.Hoagland","2020","08",24.738,11.334,16.7914516129032,21.8852903225806,2976
"327","Porter.Hoagland","2020","09",24.448,4.727,11.6797666666667,18.8112333333333,2460
"328","Porter.Hoagland","2020","10",17.76,4.519,8.37787096774194,12.8787096774194,1653
"329","Porter.Hoagland","2020","11",11.722,2.303,5.289,7.8042,162
"330","Porter.Hoagland","2020","12",6.775,0.121,1.77009677419355,2.9428064516129,0
"331","Porter.Hoagland","2021","01",2.943,-0.549,0.644774193548387,1.51387096774194,0
"332","Porter.Hoagland","2021","02",1.33,-1.341,-0.166785714285714,0.281857142857143,0
"333","Porter.Hoagland","2021","03",10.259,0.121,2.02938709677419,4.39158064516129,14
"334","Porter.Hoagland","2021","04",14.23,1.221,6.10493333333333,9.75043333333333,450
"335","Porter.Hoagland","2021","05",21.664,6.064,9.5901935483871,13.8242580645161,1867
"336","Porter.Hoagland","2021","06",23.388,10.455,14.3208666666667,18.1937,2880
"337","Porter.Hoagland","2021","07",22.429,11.139,15.8945161290323,19.4084838709677,2976
"338","Porter.Hoagland","2021","08",25.708,11.625,17.032,22.2826774193548,2976
"339","Porter.Hoagland","2021","09",21.664,9.965,14.057,18.4503333333333,2871
"340","Porter.Hoagland","2021","10",18.806,7.079,11.5267741935484,14.3496129032258,2591
"341","Porter.Hoagland","2021","11",10.651,1.221,4.41293333333333,6.49293333333333,76
"342","Porter.Hoagland","2021","12",6.166,0.784,2.56163157894737,4.34242105263158,0
